forecast_date,var,realized_return,realized_loss,exception_flag,model_id
2015-12-18,0.020804689794080913,-0.008649265737777278,0.008649265737777278,False,ewma_var
2015-12-21,0.020515661605727792,0.002687245984275055,-0.002687245984275055,False,ewma_var
2015-12-22,0.020483946469710117,0.003109808872933174,-0.003109808872933174,False,ewma_var
2015-12-23,0.019917921719286497,0.004646470429941879,-0.004646470429941879,False,ewma_var
2015-12-24,0.019391985229790604,0.0012613806058161983,-0.0012613806058161983,False,ewma_var
2015-12-25,0.01896960643119078,0.00614076982571321,-0.00614076982571321,False,ewma_var
2015-12-28,0.018376130363024486,0.002066174543384902,-0.002066174543384902,False,ewma_var
2015-12-29,0.018151082020300326,0.00030314492807372853,-0.00030314492807372853,False,ewma_var
2015-12-30,0.017650454853901813,0.0013744281741134012,-0.0013744281741134012,False,ewma_var
2015-12-31,0.01712226607704589,0.0014055097575482566,-0.0014055097575482566,False,ewma_var
2016-01-01,0.016632494115514564,-0.00047754663118583783,0.00047754663118583783,False,ewma_var
2016-01-04,0.016125924664307106,-0.006584060033951795,0.006584060033951795,False,ewma_var
2016-01-05,0.015673710789776276,-0.0049184669345845875,0.0049184669345845875,False,ewma_var
2016-01-06,0.01567601079804314,0.008813636073059305,-0.008813636073059305,False,ewma_var
2016-01-07,0.015433573389299382,0.0076468908729679375,-0.0076468908729679375,False,ewma_var
2016-01-08,0.01575881379661175,-0.0004262497925390407,0.0004262497925390407,False,ewma_var
2016-01-11,0.015856568504713734,0.003385607022399007,-0.003385607022399007,False,ewma_var
2016-01-12,0.015349703399544773,0.0034424165711287916,-0.0034424165711287916,False,ewma_var
2016-01-13,0.01499049615348339,0.0021134640700773252,-0.0021134640700773252,False,ewma_var
2016-01-14,0.014652625876056619,-0.003584640200733963,0.003584640200733963,False,ewma_var
2016-01-15,0.014267736101017978,-0.0017833766896564293,0.0017833766896564293,False,ewma_var
2016-01-18,0.013967765367339152,0.00041471092188192214,-0.00041471092188192214,False,ewma_var
2016-01-19,0.013551974316090017,-0.0011962921342420826,0.0011962921342420826,False,ewma_var
2016-01-20,0.013146827395452807,0.0028192724868459033,-0.0028192724868459033,False,ewma_var
2016-01-21,0.012743561127977749,0.0004194186928739178,-0.0004194186928739178,False,ewma_var
2016-01-22,0.012448649754777745,0.0016231686549679047,-0.0016231686549679047,False,ewma_var
2016-01-25,0.012054976233478286,0.003790719944077625,-0.003790719944077625,False,ewma_var
2016-01-26,0.011708549627493153,0.0028379637417009383,-0.0028379637417009383,False,ewma_var
2016-01-27,0.011536753513904636,0.0022643323260164105,-0.0022643323260164105,False,ewma_var
