forecast_date,var,realized_return,realized_loss,exception_flag,model_id
2015-12-18,0.014971647961813127,-0.008649265737777278,0.008649265737777278,False,parametric_var
2015-12-21,0.01506625260441914,0.002687245984275055,-0.002687245984275055,False,parametric_var
2015-12-22,0.015063226016641762,0.003109808872933174,-0.003109808872933174,False,parametric_var
2015-12-23,0.015063267328262821,0.004646470429941879,-0.004646470429941879,False,parametric_var
2015-12-24,0.015063093383462968,0.0012613806058161983,-0.0012613806058161983,False,parametric_var
2015-12-25,0.015041652465700104,0.00614076982571321,-0.00614076982571321,False,parametric_var
2015-12-28,0.015038972099521698,0.002066174543384902,-0.002066174543384902,False,parametric_var
2015-12-29,0.015037907743628674,0.00030314492807372853,-0.00030314492807372853,False,parametric_var
2015-12-30,0.015041424653383682,0.0013744281741134012,-0.0013744281741134012,False,parametric_var
2015-12-31,0.015042081287499306,0.0014055097575482566,-0.0014055097575482566,False,parametric_var
2016-01-01,0.015039853932624908,-0.00047754663118583783,0.00047754663118583783,False,parametric_var
2016-01-04,0.01500105330522327,-0.006584060033951795,0.006584060033951795,False,parametric_var
2016-01-05,0.015064530489392755,-0.0049184669345845875,0.0049184669345845875,False,parametric_var
2016-01-06,0.015104913819502349,0.008813636073059305,-0.008813636073059305,False,parametric_var
2016-01-07,0.015130955109412337,0.0076468908729679375,-0.0076468908729679375,False,parametric_var
2016-01-08,0.0151464935524494,-0.0004262497925390407,0.0004262497925390407,False,parametric_var
2016-01-11,0.01507293392936189,0.003385607022399007,-0.003385607022399007,False,parametric_var
2016-01-12,0.015051702476075094,0.0034424165711287916,-0.0034424165711287916,False,parametric_var
2016-01-13,0.015046776463391644,0.0021134640700773252,-0.0021134640700773252,False,parametric_var
2016-01-14,0.015040325462241735,-0.003584640200733963,0.003584640200733963,False,parametric_var
2016-01-15,0.015064065630627035,-0.0017833766896564293,0.0017833766896564293,False,parametric_var
2016-01-18,0.015038425405416883,0.00041471092188192214,-0.00041471092188192214,False,parametric_var
2016-01-19,0.014988067889696052,-0.0011962921342420826,0.0011962921342420826,False,parametric_var
2016-01-20,0.014997973663818227,0.0028192724868459033,-0.0028192724868459033,False,parametric_var
2016-01-21,0.01498403858796357,0.0004194186928739178,-0.0004194186928739178,False,parametric_var
2016-01-22,0.01497767497855152,0.0016231686549679047,-0.0016231686549679047,False,parametric_var
2016-01-25,0.014964748177655625,0.003790719944077625,-0.003790719944077625,False,parametric_var
2016-01-26,0.01496291459262093,0.0028379637417009383,-0.0028379637417009383,False,parametric_var
2016-01-27,0.014956929120594957,0.0022643323260164105,-0.0022643323260164105,False,parametric_var
2016-01-28,0.014944397860607849,-0.0024155402219747883,0.0024155402219747883,False,parametric_var
2016-01-29,0.01484880411581622,0.009554701137847645,-0.009554701137847645,False,parametric_var
2016-02-01,0.014846072261467969,-0.0030410496531908253,0.0030410496531908253,False,parametric_var
